t, ref_R, R, err
0.000000, 1.000000, 1.000000
0.000050, 1.000167, 0.999667
0.000050, 1.000167, 0.999667
0.000100, 1.000333, 0.999334
0.000100, 1.000333, 0.999334
0.000150, 1.000500, 0.999001
0.000150, 1.000500, 0.999001
0.000200, 1.000666, 0.998669
0.000200, 1.000666, 0.998669
0.000250, 1.000833, 0.998337
0.000250, 1.000833, 0.998337
0.000300, 1.000999, 0.998006
0.000300, 1.000999, 0.998006
0.000350, 1.001165, 0.997675
0.000350, 1.001165, 0.997675
0.000400, 1.001332, 0.997344
0.000400, 1.001332, 0.997344
0.000450, 1.001498, 0.997013
0.000450, 1.001498, 0.997013
0.000500, 1.001664, 0.996683
0.000500, 1.001664, 0.996683
0.000550, 1.001830, 0.996354
0.000550, 1.001830, 0.996354
0.000600, 1.001996, 0.996024
0.000600, 1.001996, 0.996024
0.000650, 1.002162, 0.995695
0.000650, 1.002162, 0.995695
0.000700, 1.002328, 0.995366
0.000700, 1.002328, 0.995366
0.000750, 1.002494, 0.995038
0.000750, 1.002494, 0.995038
0.000800, 1.002660, 0.994709
0.000800, 1.002660, 0.994709
0.000850, 1.002825, 0.994382
0.000850, 1.002825, 0.994382
0.000900, 1.002991, 0.994054
0.000900, 1.002991, 0.994054
0.000950, 1.003157, 0.993727
0.000950, 1.003157, 0.993727
0.001000, 1.003322, 0.993400
0.001000, 1.003322, 0.993400
0.001050, 1.003488, 0.993074
0.001050, 1.003488, 0.993074
0.001100, 1.003653, 0.992747
0.001100, 1.003653, 0.992747
0.001150, 1.003819, 0.992421
0.001150, 1.003819, 0.992421
0.001200, 1.003984, 0.992096
0.001200, 1.003984, 0.992096
0.001250, 1.004149, 0.991771
0.001250, 1.004149, 0.991771
0.001300, 1.004315, 0.991446
0.001300, 1.004315, 0.991446
0.001350, 1.004480, 0.991121
0.001350, 1.004480, 0.991121
0.001400, 1.004645, 0.990797
0.001400, 1.004645, 0.990797
0.001450, 1.004810, 0.990474
0.001450, 1.004810, 0.990474
0.001500, 1.004975, 0.990150
0.001500, 1.004975, 0.990150
0.001550, 1.005140, 0.989827
0.001550, 1.005140, 0.989827
0.001600, 1.005305, 0.989504
0.001600, 1.005305, 0.989504
0.001650, 1.005470, 0.989182
0.001650, 1.005470, 0.989182
0.001700, 1.005635, 0.988859
0.001700, 1.005635, 0.988859
0.001750, 1.005800, 0.988537
0.001750, 1.005800, 0.988537
0.001800, 1.005964, 0.988216
0.001800, 1.005964, 0.988216
0.001850, 1.006129, 0.987895
0.001850, 1.006129, 0.987895
0.001900, 1.006294, 0.987574
0.001900, 1.006294, 0.987574
0.001950, 1.006458, 0.987254
0.001950, 1.006458, 0.987254
0.002000, 1.006623, 0.986933
0.002000, 1.006623, 0.986933
0.002050, 1.006787, 0.986614
0.002050, 1.006787, 0.986614
0.002100, 1.006952, 0.986294
0.002100, 1.006952, 0.986294
0.002150, 1.007116, 0.985975
0.002150, 1.007116, 0.985975
0.002200, 1.007280, 0.985656
0.002200, 1.007280, 0.985656
0.002250, 1.007445, 0.985337
0.002250, 1.007445, 0.985337
0.002300, 1.007609, 0.985019
0.002300, 1.007609, 0.985019
0.002350, 1.007773, 0.984702
0.002350, 1.007773, 0.984702
0.002400, 1.007937, 0.984384
0.002400, 1.007937, 0.984384
0.002450, 1.008101, 0.984067
0.002450, 1.008101, 0.984067
0.002500, 1.008265, 0.983750
0.002500, 1.008265, 0.983750
0.002550, 1.008429, 0.983433
0.002550, 1.008429, 0.983433
0.002600, 1.008593, 0.983117
0.002600, 1.008593, 0.983117
0.002650, 1.008757, 0.982801
0.002650, 1.008757, 0.982801
0.002700, 1.008920, 0.982486
0.002700, 1.008920, 0.982486
0.002750, 1.009084, 0.982171
0.002750, 1.009084, 0.982171
0.002800, 1.009248, 0.981856
0.002800, 1.009248, 0.981856
0.002850, 1.009411, 0.981541
0.002850, 1.009411, 0.981541
0.002900, 1.009575, 0.981227
0.002900, 1.009575, 0.981227
0.002950, 1.009739, 0.980913
0.002950, 1.009739, 0.980913
